d,s,r,alg,score,iter,LLM,time,extra,missing,reverse,shd,norm_shd,nnz,fdr,tpr,fpr,precision,recall,F1,gscore,exist_prior,forb_prior,uncertain_query,correct_query,wrong_query,exist_prior_wrong,forb_prior_wrong,ancs_prior,edge,correct,incorrect,normal,exist,forb
alarm,4000,1,hardMINOBSx,bic,3,process,18.8526,1,3,2,6,0.1304347826,44,0.0682,0.8913,0.0048,0.9318,0.8913,0.9111,0.8261,10,2,14,117,2,1,0,0,44,41,3,36,8,0
alarm,4000,1,hardMINOBSx,bic,4,process,16.0073,2,3,1,6,0.1304347826,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,11,2,18,156,4,2,0,0,45,42,3,35,10,0
alarm,4000,1,hardMINOBSx,bic,5,with,16.4495,2,2,2,6,0.1304347826,46,0.087,0.913,0.0065,0.913,0.913,0.913,0.8261,11,2,23,195,6,2,0,0,46,42,4,35,11,0
alarm,4000,1,softMINOBSx,bic,1,without,24.4524,0,3,3,6,0.1304347826,43,0.0698,0.8696,0.0048,0.9302,0.8696,0.8989,0.8043,2,0,4,39,0,0,0,0,43,40,3,43,0,0
alarm,4000,1,softMINOBSx,bic,2,process,21.9759,1,3,4,8,0.1739130435,44,0.1136,0.8478,0.0081,0.8864,0.8478,0.8667,0.7391,4,2,8,79,0,0,0,0,44,39,5,42,1,1
alarm,4000,1,softMINOBSx,bic,3,process,23.0287,0,3,3,6,0.1304347826,43,0.0698,0.8696,0.0048,0.9302,0.8696,0.8989,0.8043,5,2,12,118,0,0,0,0,43,40,3,40,3,0
alarm,4000,1,softMINOBSx,bic,4,with,21.1313,0,3,2,5,0.1086956522,43,0.0465,0.8913,0.0032,0.9535,0.8913,0.9213,0.8478,5,2,16,157,0,0,0,0,43,41,2,39,4,0
alarm,4000,2,CaMML,mml,1,without,102.4647,3,2,5,10,0.2173913043,47,0.1702,0.8478,0.0129,0.8298,0.8478,0.8387,0.6739,3,2,6,40,1,0,0,0,47,39,8,46,0,1
alarm,4000,2,CaMML,mml,2,with,98.4381,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,3,2,10,80,1,0,0,0,44,43,1,41,3,0
alarm,4000,2,HC,bdeu,1,without,2.3203,10,3,17,30,0.652173913,53,0.5094,0.5652,0.0435,0.4906,0.5652,0.5253,0.0,16,4,3,41,9,2,0,0,53,26,27,51,0,2
alarm,4000,2,HC,bdeu,2,process,1.7387,3,2,1,6,0.1304347826,47,0.0851,0.9348,0.0065,0.9149,0.9348,0.9247,0.8478,17,6,7,83,10,2,0,0,47,43,4,30,16,1
alarm,4000,2,HC,bdeu,3,with,1.3366,2,2,0,4,0.0869565217,46,0.0435,0.9565,0.0032,0.9565,0.9565,0.9565,0.913,17,6,11,124,11,2,0,0,46,44,2,29,17,0
alarm,4000,2,softHC,bdeu,1,without,3.5944,10,3,17,30,0.652173913,53,0.5094,0.5652,0.0435,0.4906,0.5652,0.5253,0.0,16,4,3,41,9,2,0,0,53,26,27,51,0,2
alarm,4000,2,softHC,bdeu,2,process,3.3624,6,3,9,18,0.3913043478,49,0.3061,0.7391,0.0242,0.6939,0.7391,0.7158,0.413,17,4,8,81,13,2,0,0,49,34,15,39,9,1
alarm,4000,2,softHC,bdeu,3,process,3.1883,2,2,5,9,0.1956521739,46,0.1522,0.8478,0.0113,0.8478,0.8478,0.8478,0.6957,18,6,12,122,14,2,0,0,46,39,7,33,12,1
alarm,4000,2,softHC,bdeu,4,with,2.5054,1,2,4,7,0.152173913,45,0.1111,0.8696,0.0081,0.8889,0.8696,0.8791,0.7609,18,6,16,162,15,2,0,0,45,40,5,32,13,0
alarm,4000,2,hardMINOBSx,bdeu,1,without,30.9723,2,2,3,7,0.152173913,46,0.1087,0.8913,0.0081,0.8913,0.8913,0.8913,0.7826,2,4,4,42,0,0,0,0,46,41,5,44,0,2
alarm,4000,2,hardMINOBSx,bdeu,2,with,27.5906,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,2,4,8,82,0,0,0,0,44,43,1,42,2,0
alarm,4000,2,softMINOBSx,bdeu,1,without,32.395,2,2,3,7,0.152173913,46,0.1087,0.8913,0.0081,0.8913,0.8913,0.8913,0.7826,2,4,4,42,0,0,0,0,46,41,5,44,0,2
alarm,4000,2,softMINOBSx,bdeu,2,with,32.4591,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,2,4,8,82,0,0,0,0,44,43,1,42,2,0
alarm,4000,2,HC,bic,1,without,2.2188,5,4,11,20,0.4347826087,47,0.3404,0.6739,0.0258,0.6596,0.6739,0.6667,0.3261,9,0,3,38,6,0,0,0,47,31,16,47,0,0
alarm,4000,2,HC,bic,2,with,1.7596,1,3,1,5,0.1086956522,44,0.0455,0.913,0.0032,0.9545,0.913,0.9333,0.8696,9,0,7,77,7,0,0,0,44,42,2,35,9,0
alarm,4000,2,softHC,bic,1,without,3.7133,5,4,11,20,0.4347826087,47,0.3404,0.6739,0.0258,0.6596,0.6739,0.6667,0.3261,9,0,3,38,6,0,0,0,47,31,16,47,0,0
alarm,4000,2,softHC,bic,2,with,3.2791,5,4,9,18,0.3913043478,47,0.2979,0.7174,0.0226,0.7021,0.7174,0.7097,0.413,9,0,7,75,12,0,0,0,47,33,14,44,3,0
alarm,4000,2,hardMINOBSx,bic,1,without,22.696,1,3,6,10,0.2173913043,44,0.1591,0.8043,0.0113,0.8409,0.8043,0.8222,0.6522,5,0,4,39,1,0,0,0,44,37,7,44,0,0
alarm,4000,2,hardMINOBSx,bic,2,with,17.3746,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,5,0,8,79,1,0,0,0,44,43,1,39,5,0
alarm,4000,2,softMINOBSx,bic,1,without,24.164,1,3,6,10,0.2173913043,44,0.1591,0.8043,0.0113,0.8409,0.8043,0.8222,0.6522,5,0,4,39,1,0,0,0,44,37,7,44,0,0
alarm,4000,2,softMINOBSx,bic,2,with,22.2354,0,3,1,4,0.0869565217,43,0.0233,0.913,0.0016,0.9767,0.913,0.9438,0.8913,5,0,7,79,1,0,0,0,43,42,1,39,4,0
alarm,4000,3,CaMML,mml,1,without,98.6675,1,2,3,6,0.1304347826,45,0.0889,0.8913,0.0065,0.9111,0.8913,0.9011,0.8043,2,2,4,41,0,0,0,0,45,41,4,44,0,1
alarm,4000,3,CaMML,mml,2,process,97.3652,2,2,1,5,0.1086956522,46,0.0652,0.9348,0.0048,0.9348,0.9348,0.9348,0.8696,4,4,7,83,1,1,0,0,46,43,3,43,2,1
alarm,4000,3,CaMML,mml,3,with,95.0438,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,4,4,11,123,1,1,0,0,44,43,1,41,3,0
alarm,4000,3,HC,bdeu,1,without,2.311,13,4,13,30,0.652173913,55,0.4727,0.6304,0.0419,0.5273,0.6304,0.5743,0.0652,13,2,6,41,8,1,0,0,55,29,26,54,0,1
alarm,4000,3,HC,bdeu,2,process,1.5232,3,2,1,6,0.1304347826,47,0.0851,0.9348,0.0065,0.9149,0.9348,0.9247,0.8478,14,4,10,83,9,1,0,0,47,43,4,33,13,1
alarm,4000,3,HC,bdeu,3,with,1.6882,2,2,0,4,0.0869565217,46,0.0435,0.9565,0.0032,0.9565,0.9565,0.9565,0.913,14,4,14,124,10,1,0,0,46,44,2,32,14,0
alarm,4000,3,softHC,bdeu,1,without,4.0781,13,4,13,30,0.652173913,55,0.4727,0.6304,0.0419,0.5273,0.6304,0.5743,0.0652,13,2,6,41,8,1,0,0,55,29,26,54,0,1
alarm,4000,3,softHC,bdeu,2,process,3.5702,6,2,9,17,0.3695652174,50,0.3,0.7609,0.0242,0.7,0.7609,0.7292,0.4348,16,4,11,81,13,1,0,0,50,35,15,40,9,1
alarm,4000,3,softHC,bdeu,3,process,2.7129,5,2,7,14,0.3043478261,49,0.2449,0.8043,0.0194,0.7551,0.8043,0.7789,0.5435,16,6,16,121,17,1,0,0,49,37,12,37,11,1
alarm,4000,3,softHC,bdeu,4,with,2.4854,4,2,7,13,0.2826086957,48,0.2292,0.8043,0.0177,0.7708,0.8043,0.7872,0.5652,16,6,21,160,21,1,0,0,48,37,11,37,11,0
alarm,4000,3,hardMINOBSx,bdeu,1,without,33.4792,1,2,2,5,0.1086956522,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,1,0,5,40,0,0,0,0,45,42,3,45,0,0
alarm,4000,3,hardMINOBSx,bdeu,2,process,32.1749,3,2,2,7,0.152173913,47,0.1064,0.913,0.0081,0.8936,0.913,0.9032,0.8043,2,0,10,79,3,1,0,0,47,42,5,46,1,0
alarm,4000,3,hardMINOBSx,bdeu,3,process,31.5759,2,2,1,5,0.1086956522,46,0.0652,0.9348,0.0048,0.9348,0.9348,0.9348,0.8696,3,0,14,120,4,1,0,0,46,43,3,44,2,0
alarm,4000,3,hardMINOBSx,bdeu,4,with,29.1826,2,2,1,5,0.1086956522,46,0.0652,0.9348,0.0048,0.9348,0.9348,0.9348,0.8696,3,0,19,160,5,1,0,0,46,43,3,43,3,0
alarm,4000,3,softMINOBSx,bdeu,1,without,34.9441,1,2,2,5,0.1086956522,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,1,0,5,40,0,0,0,0,45,42,3,45,0,0
alarm,4000,3,softMINOBSx,bdeu,2,with,35.1669,1,2,1,4,0.0869565217,45,0.0444,0.9348,0.0032,0.9556,0.9348,0.9451,0.8913,1,0,10,80,0,0,0,0,45,43,2,44,1,0
alarm,4000,3,HC,bic,1,without,2.3134,9,6,14,29,0.6304347826,49,0.4694,0.5652,0.0371,0.5306,0.5652,0.5474,0.0652,13,0,3,37,9,1,0,0,49,26,23,49,0,0
alarm,4000,3,HC,bic,2,process,1.8719,2,3,2,7,0.152173913,45,0.0889,0.8913,0.0065,0.9111,0.8913,0.9011,0.8043,14,2,7,77,10,1,0,0,45,41,4,31,13,1
alarm,4000,3,HC,bic,3,with,1.5485,1,3,1,5,0.1086956522,44,0.0455,0.913,0.0032,0.9545,0.913,0.9333,0.8696,14,2,11,116,11,1,0,0,44,42,2,30,14,0
alarm,4000,3,softHC,bic,1,without,3.7222,9,6,14,29,0.6304347826,49,0.4694,0.5652,0.0371,0.5306,0.5652,0.5474,0.0652,13,0,3,37,9,1,0,0,49,26,23,49,0,0
alarm,4000,3,softHC,bic,2,process,2.9631,5,4,10,19,0.4130434783,47,0.3191,0.6957,0.0242,0.6809,0.6957,0.6882,0.3696,15,0,7,74,15,1,0,0,47,32,15,40,7,0
alarm,4000,3,softHC,bic,3,with,2.453,5,4,9,18,0.3913043478,47,0.2979,0.7174,0.0226,0.7021,0.7174,0.7097,0.413,15,0,11,111,21,1,0,0,47,33,14,39,8,0
alarm,4000,3,hardMINOBSx,bic,1,without,22.9194,1,3,4,8,0.1739130435,44,0.1136,0.8478,0.0081,0.8864,0.8478,0.8667,0.7391,4,0,4,39,1,1,0,0,44,39,5,44,0,0
alarm,4000,3,hardMINOBSx,bic,2,process,16.6383,2,2,2,6,0.1304347826,46,0.087,0.913,0.0065,0.913,0.913,0.913,0.8261,4,2,9,79,2,1,0,0,46,42,4,41,4,1
alarm,4000,3,hardMINOBSx,bic,3,process,16.4401,2,3,2,7,0.152173913,45,0.0889,0.8913,0.0065,0.9111,0.8913,0.9011,0.8043,5,2,14,118,3,1,0,0,45,41,4,41,4,0
alarm,4000,3,hardMINOBSx,bic,4,with,17.2542,1,2,2,5,0.1086956522,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,5,2,19,157,4,1,0,0,45,42,3,40,5,0
alarm,4000,3,softMINOBSx,bic,1,without,24.2483,1,3,4,8,0.1739130435,44,0.1136,0.8478,0.0081,0.8864,0.8478,0.8667,0.7391,4,0,4,39,1,1,0,0,44,39,5,44,0,0
alarm,4000,3,softMINOBSx,bic,2,with,23.1011,0,3,2,5,0.1086956522,43,0.0465,0.8913,0.0032,0.9535,0.8913,0.9213,0.8478,4,0,8,78,1,1,0,0,43,41,2,41,2,0
alarm,4000,4,CaMML,mml,1,without,96.3275,2,2,4,8,0.1739130435,46,0.1304,0.8696,0.0097,0.8696,0.8696,0.8696,0.7391,3,4,4,42,0,0,0,0,46,40,6,44,0,2
alarm,4000,4,CaMML,mml,2,process,96.5864,1,2,1,4,0.0869565217,45,0.0444,0.9348,0.0032,0.9556,0.9348,0.9451,0.8913,3,6,8,83,0,0,0,0,45,43,2,41,3,1
alarm,4000,4,CaMML,mml,3,with,96.7825,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,3,6,12,123,0,0,0,0,44,43,1,41,3,0
alarm,4000,4,HC,bdeu,1,without,2.514,17,5,14,36,0.7826086957,58,0.5345,0.587,0.05,0.4655,0.587,0.5192,0.0,11,10,4,42,12,0,0,0,58,27,31,53,0,5
alarm,4000,4,HC,bdeu,2,with,1.7504,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,11,10,8,82,12,0,0,0,44,43,1,33,11,0
alarm,4000,4,softHC,bdeu,1,without,4.2299,17,5,14,36,0.7826086957,58,0.5345,0.587,0.05,0.4655,0.587,0.5192,0.0,11,10,4,42,12,0,0,0,58,27,31,53,0,5
alarm,4000,4,softHC,bdeu,2,with,3.0741,3,2,4,9,0.1956521739,47,0.1489,0.8696,0.0113,0.8511,0.8696,0.8602,0.7174,11,10,8,81,16,0,0,0,47,40,7,37,10,0
alarm,4000,4,hardMINOBSx,bdeu,1,without,35.5284,7,2,0,9,0.1956521739,51,0.1373,0.9565,0.0113,0.8627,0.9565,0.9072,0.8043,0,14,3,48,0,0,0,0,51,44,7,44,0,7
alarm,4000,4,hardMINOBSx,bdeu,2,process,34.273,1,2,0,3,0.0652173913,45,0.0222,0.9565,0.0016,0.9778,0.9565,0.967,0.9348,0,16,6,90,0,0,0,0,45,44,1,44,0,1
alarm,4000,4,hardMINOBSx,bdeu,3,with,31.4499,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,0,16,10,130,0,0,0,0,44,43,1,44,0,0
alarm,4000,4,softMINOBSx,bdeu,1,without,37.6605,7,2,0,9,0.1956521739,51,0.1373,0.9565,0.0113,0.8627,0.9565,0.9072,0.8043,0,14,3,48,0,0,0,0,51,44,7,44,0,7
alarm,4000,4,softMINOBSx,bdeu,2,process,35.3396,1,2,0,3,0.0652173913,45,0.0222,0.9565,0.0016,0.9778,0.9565,0.967,0.9348,0,16,6,90,0,0,0,0,45,44,1,44,0,1
alarm,4000,4,softMINOBSx,bdeu,3,with,32.2193,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,0,16,10,130,0,0,0,0,44,43,1,44,0,0
alarm,4000,4,HC,bic,1,without,2.2178,8,5,15,28,0.6086956522,49,0.4694,0.5652,0.0371,0.5306,0.5652,0.5474,0.0652,13,0,2,38,9,0,0,0,49,26,23,49,0,0
alarm,4000,4,HC,bic,2,process,1.742,1,2,2,5,0.1086956522,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,14,2,6,79,9,0,0,0,45,42,3,31,13,1
alarm,4000,4,HC,bic,3,with,1.413,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,14,2,10,119,9,0,0,0,44,43,1,30,14,0
alarm,4000,4,softHC,bic,1,without,3.5973,8,5,15,28,0.6086956522,49,0.4694,0.5652,0.0371,0.5306,0.5652,0.5474,0.0652,13,0,2,38,9,0,0,0,49,26,23,49,0,0
alarm,4000,4,softHC,bic,2,process,3.1241,6,4,10,20,0.4347826087,48,0.3333,0.6957,0.0258,0.6667,0.6957,0.6809,0.3478,15,2,6,76,15,0,0,0,48,32,16,39,8,1
alarm,4000,4,softHC,bic,3,with,2.4711,5,4,9,18,0.3913043478,47,0.2979,0.7174,0.0226,0.7021,0.7174,0.7097,0.413,15,2,10,113,21,0,0,0,47,33,14,38,9,0
alarm,4000,4,hardMINOBSx,bic,1,without,20.8279,0,3,2,5,0.1086956522,43,0.0465,0.8913,0.0032,0.9535,0.8913,0.9213,0.8478,2,0,3,40,0,0,0,0,43,41,2,43,0,0
alarm,4000,4,hardMINOBSx,bic,2,process,19.9032,2,3,2,7,0.152173913,45,0.0889,0.8913,0.0065,0.9111,0.8913,0.9011,0.8043,4,2,7,81,0,0,0,0,45,41,4,42,2,1
alarm,4000,4,hardMINOBSx,bic,3,process,17.3852,2,3,4,9,0.1956521739,45,0.1333,0.8478,0.0097,0.8667,0.8478,0.8571,0.7174,7,4,11,121,1,0,0,0,45,39,6,40,4,1
alarm,4000,4,hardMINOBSx,bic,4,with,17.3212,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,7,4,15,161,1,0,0,0,44,43,1,37,7,0
alarm,4000,4,softMINOBSx,bic,1,without,22.6506,0,3,2,5,0.1086956522,43,0.0465,0.8913,0.0032,0.9535,0.8913,0.9213,0.8478,2,0,3,40,0,0,0,0,43,41,2,43,0,0
alarm,4000,4,softMINOBSx,bic,2,process,20.3585,0,3,2,5,0.1086956522,43,0.0465,0.8913,0.0032,0.9535,0.8913,0.9213,0.8478,3,0,6,80,0,0,0,0,43,41,2,42,1,0
alarm,4000,4,softMINOBSx,bic,3,with,22.3794,0,3,1,4,0.0869565217,43,0.0233,0.913,0.0016,0.9767,0.913,0.9438,0.8913,3,0,9,120,0,0,0,0,43,42,1,41,2,0
alarm,4000,5,CaMML,mml,1,without,97.5724,1,2,3,6,0.1304347826,45,0.0889,0.8913,0.0065,0.9111,0.8913,0.9011,0.8043,2,2,4,41,0,0,0,0,45,41,4,44,0,1
alarm,4000,5,CaMML,mml,2,with,95.522,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,2,2,8,81,0,0,0,0,44,43,1,42,2,0
alarm,4000,5,HC,bdeu,1,without,2.4669,11,3,17,31,0.6739130435,54,0.5185,0.5652,0.0452,0.4815,0.5652,0.52,0.0,16,4,4,41,9,2,0,0,54,26,28,52,0,2
alarm,4000,5,HC,bdeu,2,process,1.9199,4,2,1,7,0.152173913,48,0.1042,0.9348,0.0081,0.8958,0.9348,0.9149,0.8261,17,8,7,84,11,2,0,0,48,43,5,30,16,2
alarm,4000,5,HC,bdeu,3,process,1.7423,3,2,0,5,0.1086956522,47,0.0638,0.9565,0.0048,0.9362,0.9565,0.9462,0.8913,17,10,10,126,13,2,0,0,47,44,3,29,17,1
alarm,4000,5,HC,bdeu,4,with,1.7707,2,2,0,4,0.0869565217,46,0.0435,0.9565,0.0032,0.9565,0.9565,0.9565,0.913,17,10,13,167,15,2,0,0,46,44,2,29,17,0
alarm,4000,5,softHC,bdeu,1,without,4.021,11,3,17,31,0.6739130435,54,0.5185,0.5652,0.0452,0.4815,0.5652,0.52,0.0,16,4,4,41,9,2,0,0,54,26,28,52,0,2
alarm,4000,5,softHC,bdeu,2,process,3.2985,5,2,10,17,0.3695652174,49,0.3061,0.7391,0.0242,0.6939,0.7391,0.7158,0.413,17,6,9,80,14,2,0,0,49,34,15,38,10,1
alarm,4000,5,softHC,bdeu,3,with,3.039,4,2,9,15,0.3260869565,48,0.2708,0.7609,0.021,0.7292,0.7609,0.7447,0.4783,17,6,14,118,19,2,0,0,48,35,13,37,11,0
alarm,4000,5,hardMINOBSx,bdeu,1,without,36.3803,1,2,2,5,0.1086956522,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,1,2,4,41,0,0,0,0,45,42,3,44,0,1
alarm,4000,5,hardMINOBSx,bdeu,2,process,29.372,2,2,3,7,0.152173913,46,0.1087,0.8913,0.0081,0.8913,0.8913,0.8913,0.7826,3,6,8,83,0,0,0,0,46,41,5,43,1,2
alarm,4000,5,hardMINOBSx,bdeu,3,process,28.1326,1,2,1,4,0.0869565217,45,0.0444,0.9348,0.0032,0.9556,0.9348,0.9451,0.8913,3,8,12,124,0,0,0,0,45,43,2,41,3,1
alarm,4000,5,hardMINOBSx,bdeu,4,process,27.2086,1,2,3,6,0.1304347826,45,0.0889,0.8913,0.0065,0.9111,0.8913,0.9011,0.8043,5,10,16,165,0,0,0,0,45,41,4,41,3,1
alarm,4000,5,hardMINOBSx,bdeu,5,with,28.4802,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,5,10,20,205,0,0,0,0,44,43,1,39,5,0
alarm,4000,5,softMINOBSx,bdeu,1,without,36.7281,1,2,2,5,0.1086956522,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,1,2,4,41,0,0,0,0,45,42,3,44,0,1
alarm,4000,5,softMINOBSx,bdeu,2,process,35.8929,1,2,0,3,0.0652173913,45,0.0222,0.9565,0.0016,0.9778,0.9565,0.967,0.9348,1,4,7,83,0,0,0,0,45,44,1,43,1,1
alarm,4000,5,softMINOBSx,bdeu,3,process,35.9147,1,2,0,3,0.0652173913,45,0.0222,0.9565,0.0016,0.9778,0.9565,0.967,0.9348,1,6,10,125,0,0,0,0,45,44,1,43,1,1
alarm,4000,5,softMINOBSx,bdeu,4,with,36.6032,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,1,6,14,165,0,0,0,0,44,43,1,43,1,0
alarm,4000,5,HC,bic,1,without,2.1105,8,5,17,30,0.652173913,49,0.5102,0.5217,0.0403,0.4898,0.5217,0.5053,0.0,17,2,2,39,8,2,0,0,49,24,25,48,0,1
alarm,4000,5,HC,bic,2,process,1.6918,2,3,2,7,0.152173913,45,0.0889,0.8913,0.0065,0.9111,0.8913,0.9011,0.8043,18,2,7,78,9,2,0,0,45,41,4,28,17,0
alarm,4000,5,HC,bic,3,with,1.2232,2,3,1,6,0.1304347826,45,0.0667,0.913,0.0048,0.9333,0.913,0.9231,0.8478,18,2,12,117,10,2,0,0,45,42,3,27,18,0
alarm,4000,5,softHC,bic,1,without,3.7463,8,5,17,30,0.652173913,49,0.5102,0.5217,0.0403,0.4898,0.5217,0.5053,0.0,17,2,2,39,8,2,0,0,49,24,25,48,0,1
alarm,4000,5,softHC,bic,2,process,3.1517,3,5,4,12,0.2608695652,44,0.1591,0.8043,0.0113,0.8409,0.8043,0.8222,0.6522,18,2,4,78,11,2,0,0,44,37,7,31,13,0
alarm,4000,5,softHC,bic,3,process,3.1214,1,4,2,7,0.152173913,43,0.0698,0.8696,0.0048,0.9302,0.8696,0.8989,0.8043,19,2,7,117,12,2,0,0,43,40,3,27,16,0
alarm,4000,5,softHC,bic,4,with,2.1879,1,4,1,6,0.1304347826,43,0.0465,0.8913,0.0032,0.9535,0.8913,0.9213,0.8478,19,2,10,156,13,2,0,0,43,41,2,26,17,0
alarm,4000,5,hardMINOBSx,bic,1,without,22.3131,0,3,3,6,0.1304347826,43,0.0698,0.8696,0.0048,0.9302,0.8696,0.8989,0.8043,2,0,4,39,0,0,0,0,43,40,3,43,0,0
alarm,4000,5,hardMINOBSx,bic,2,process,19.0742,0,2,3,5,0.1086956522,44,0.0682,0.8913,0.0048,0.9318,0.8913,0.9111,0.8261,3,0,9,78,0,0,0,0,44,41,3,42,2,0
alarm,4000,5,hardMINOBSx,bic,3,with,19.6363,0,2,2,4,0.0869565217,44,0.0455,0.913,0.0032,0.9545,0.913,0.9333,0.8696,3,0,14,117,0,0,0,0,44,42,2,41,3,0
alarm,4000,5,softMINOBSx,bic,1,without,23.8822,0,3,3,6,0.1304347826,43,0.0698,0.8696,0.0048,0.9302,0.8696,0.8989,0.8043,2,0,4,39,0,0,0,0,43,40,3,43,0,0
alarm,4000,5,softMINOBSx,bic,2,process,25.3123,0,3,4,7,0.152173913,43,0.093,0.8478,0.0065,0.907,0.8478,0.8764,0.7609,4,0,8,78,0,0,0,0,43,39,4,42,1,0
alarm,4000,5,softMINOBSx,bic,3,with,23.3843,0,3,2,5,0.1086956522,43,0.0465,0.8913,0.0032,0.9535,0.8913,0.9213,0.8478,4,0,12,117,0,0,0,0,43,41,2,40,3,0
alarm,4000,6,CaMML,mml,1,without,97.444,2,2,4,8,0.1739130435,46,0.1304,0.8696,0.0097,0.8696,0.8696,0.8696,0.7391,4,2,4,41,1,1,0,0,46,40,6,45,0,1
alarm,4000,6,CaMML,mml,2,process,99.3752,4,2,9,15,0.3260869565,48,0.2708,0.7609,0.021,0.7292,0.7609,0.7447,0.4783,8,2,9,81,4,1,0,0,48,35,13,45,2,1
alarm,4000,6,CaMML,mml,3,with,97.5676,0,2,1,3,0.0652173913,44,0.0227,0.9348,0.0016,0.9773,0.9348,0.9556,0.913,8,2,13,121,4,1,0,0,44,43,1,37,7,0
alarm,4000,6,HC,bdeu,1,without,2.3067,10,4,13,27,0.5869565217,52,0.4423,0.6304,0.0371,0.5577,0.6304,0.5918,0.1304,12,2,3,40,9,1,0,0,52,29,23,51,0,1
alarm,4000,6,HC,bdeu,2,process,1.8896,5,2,1,8,0.1739130435,49,0.1224,0.9348,0.0097,0.8776,0.9348,0.9053,0.8043,13,8,7,84,10,1,0,0,49,43,6,34,12,3
alarm,4000,6,HC,bdeu,3,with,1.8105,2,2,0,4,0.0869565217,46,0.0435,0.9565,0.0032,0.9565,0.9565,0.9565,0.913,13,8,11,125,11,1,0,0,46,44,2,33,13,0
alarm,4000,6,softHC,bdeu,1,without,3.859,10,4,13,27,0.5869565217,52,0.4423,0.6304,0.0371,0.5577,0.6304,0.5918,0.1304,12,2,3,40,9,1,0,0,52,29,23,51,0,1
alarm,4000,6,softHC,bdeu,2,process,3.765,7,2,8,17,0.3695652174,51,0.2941,0.7826,0.0242,0.7059,0.7826,0.7423,0.4565,13,8,7,82,14,1,0,0,51,36,15,41,7,3
alarm,4000,6,softHC,bdeu,3,with,2.7483,4,2,7,13,0.2826086957,48,0.2292,0.8043,0.0177,0.7708,0.8043,0.7872,0.5652,13,8,11,121,19,1,0,0,48,37,11,40,8,0
alarm,4000,6,hardMINOBSx,bdeu,1,without,30.867,3,2,0,5,0.1086956522,47,0.0638,0.9565,0.0048,0.9362,0.9565,0.9462,0.8913,0,6,3,44,0,0,0,0,47,44,3,44,0,3
alarm,4000,6,hardMINOBSx,bdeu,2,with,31.9724,1,2,1,4,0.0869565217,45,0.0444,0.9348,0.0032,0.9556,0.9348,0.9451,0.8913,0,6,8,84,0,0,0,0,45,43,2,45,0,0
alarm,4000,6,softMINOBSx,bdeu,1,without,32.8946,3,2,0,5,0.1086956522,47,0.0638,0.9565,0.0048,0.9362,0.9565,0.9462,0.8913,0,6,3,44,0,0,0,0,47,44,3,44,0,3
alarm,4000,6,softMINOBSx,bdeu,2,with,32.6098,1,2,1,4,0.0869565217,45,0.0444,0.9348,0.0032,0.9556,0.9348,0.9451,0.8913,0,6,8,84,0,0,0,0,45,43,2,45,0,0
alarm,4000,6,HC,bic,1,without,1.9312,6,5,13,24,0.5217391304,47,0.4043,0.6087,0.0306,0.5957,0.6087,0.6022,0.1957,12,0,2,38,7,1,0,0,47,28,19,47,0,0
alarm,4000,6,HC,bic,2,process,1.7756,3,3,3,9,0.1956521739,46,0.1304,0.8696,0.0097,0.8696,0.8696,0.8696,0.7391,14,4,6,79,8,1,0,0,46,40,6,32,12,2
alarm,4000,6,HC,bic,3,with,1.3171,1,3,1,5,0.1086956522,44,0.0455,0.913,0.0032,0.9545,0.913,0.9333,0.8696,14,4,10,118,9,1,0,0,44,42,2,30,14,0
